control
Very High
Very High
Very High
Very High
Very High
Medium
High
High
High
High
Very High
Very High
Low
Very Low
Very Low
Very Low

Medium
Very high
Very high
Very high
Very high
Medium
Low
Medium
Very high
Very high
High
Very high
Very high
High
High
High
High
High
Medium
Medium
Low
Medium

Low
Low
Medium
High
High
High
High
Medium
Medium
Medium
High
High
Medium
Low
Low

Medium
Medium
High
Very high
High
High
Medium
Medium
High
Medium
Medium
Medium
Very high
Very high
Very high
Low
Medium
Medium

High
Very high
Very high
Very high
Very high
Very high
High
Very high
High
Medium
Medium
Medium
High
High
Very high
High
Medium
Very high
High
Medium
High
High
High
Medium
Medium
High
Medium
High
High
Medium
High
High
High
High
Medium
High
Medium
Medium
Medium
Very high
Very high
Very high
High
High
High
Very high
Very high
High
High
Medium
Medium
Medium
Medium
High

Low
High
High
Low
Medium
Medium
Low
Low
Low
Very Low
Low
Low
Low
High
High
Medium
Medium
Low
Low
Low
Medium
Medium
Medium
Medium
Low
Very Low
Low
Low
Low
Low
Low
Very Low
Medium
Medium
Medium
Medium
Medium
Medium
Medium
Low
Low
Medium
Medium
Medium
Medium
Medium

Very High
High
Medium
Very Low
Medium
Very High
Very High
High
High
Very High
Medium
Medium
Very High
Very High
Medium
Medium
Medium
Medium
Medium
Low
Very Low
Very Low
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Medium
Medium
Medium
Medium
Very Low
Very Low
Low
Low
Low
High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High
Very High

Medium
Medium
High
Medium
Medium
Low
High
High
Medium
Low
High
Very high
Very high
Very high
High
Medium
Low
Low
Medium
Medium
High
Low
Medium
Medium
High
Medium
Medium
High
Medium
Medium
High
High

Medium
Low
Medium
Medium
Low
Low
Low
Low
Low
Medium
Medium
High
Medium
Low
Low
Medium
High
Medium
Medium
Medium
High
High
High
High
High
Medium
Low
Low

High
Medium
Low
Medium
High
High
Medium
Low
High
Low
Low
Medium
Medium
Medium
Low
High
Very high
Medium
Medium
High
Very high
Medium
Medium
High
Medium
Very low
Very low
Medium
Medium
Medium
Medium
High

Very High
High
Medium
Medium
Very High
Very High
Very High
Low
Low
High
Low
High
High
High
High
Very High
Very High
Medium
Medium
Medium
High
High
High
High
High

High
Medium
Medium
Very Low
Very Low
Very Low
Very Low
High
Medium
Medium
Low
Very Low
Very Low
High
Very High
Medium
High
High
High
Low
High
Medium
Low
Very Low
Very Low
Very High
Very High
High
Very High
Very High
Very High
Very High
Very High
Very Low
Very Low
High
High
Low
Low
High
High
High
High
Very Low
Very Low

Very high
Medium
Low
Very low
Medium
High
High
High
Medium
Medium
Very low
Low
Medium
High
Medium
Low
High
High
High

Medium
Medium
Medium
High
High
High
High
High
Medium
Medium
Medium
Medium
Medium
Medium
Medium
High
High
High
High
High
Medium
Medium
Medium
Medium
Medium
Medium
Medium
Medium
Medium
High
High
High
High
High
High
High
High
Medium
Medium
High
High
High
High
Medium
Medium
High
High
High
High
High
High
High
High
High
Very high
Very high
Very high
Very high
Very high
Very high
Very high
Very high
Very high
High
High
Low
Low
Medium
Medium
High
High
High

