accX_mad,gyroX_kurtosis,accY_mean,gyroX_iqr,ci_sma,distance_std,ci_std,distance_mean,gyroZ_skewness,accX_max,gyroY_skewness,accY_min,accX_min,accZ_iqr,distance_sma,gyroX_sma,accZ_sma,distance_iqr,gyroX_mad,gyroX_max,proximity_min,gyroX_min,accX_mean,accX_iqr,gyroZ_maxInds,gyroZ_mad,proximity_kurtosis,accZ_min,gyroZ_kurtosis,accY_skewness,distance_skewness,distance_kurtosis,ci_max,ci_min,proximity_sma,proximity_std,accZ_max,accZ_std,gyroX_std,gyroY_std,proximity_maxInds,proximity_max,ci_iqr,accZ_mad,accY_kurtosis,accZ_skewness,gyroZ_min,gyroZ_max,accY_iqr,accX_sma,ci_mean,gyroX_maxInds,accY_std,gyroY_mean,ci_maxInds,gyroZ_sma,gyroY_kurtosis,gyroX_mean,gyroY_maxInds,accY_mad,accY_max,gyroZ_iqr,gyroY_sma,ci_kurtosis,distance_maxInds,accZ_maxInds,gyroZ_mean,gyroX_skewness,distance_mad,proximity_mad,distance_max,proximity_iqr,distance_min,accZ_kurtosis,accX_maxInds,ci_mad,accZ_mean,accX_skewness,gyroY_iqr,ci_skewness,accY_maxInds,accX_std,gyroY_min,proximity_skewness,accY_sma,gyroY_max,proximity_mean,gyroZ_std,accX_kurtosis,gyroY_mad,control
-127.36,1.39,833.36,1.39,0.11,0.19,0.11,0.19,-7.14,-127.36,-14.14,833.36,-127.36,-431.02,0.19,1.39,-431.02,0.19,1.39,1.39,0.16,1.39,-127.36,-127.36,-7.14,-7.14,0.16,-431.02,-7.14,833.36,0.19,0.19,0.11,0.11,0.16,0.16,-431.02,-431.02,1.39,-14.14,0.16,0.16,0.11,-431.02,833.36,-431.02,-7.14,-7.14,833.36,-127.36,0.11,1.39,833.36,-14.14,0.11,-7.14,-14.14,1.39,-14.14,833.36,833.36,-7.14,-14.14,0.11,0.19,-431.02,-7.14,1.39,0.19,0.16,0.19,0.16,0.19,-431.02,-127.36,0.11,-431.02,-127.36,-14.14,0.11,833.36,-127.36,-14.14,0.16,833.36,-14.14,0.16,-7.14,-127.36,-14.14,Low
346.17,-5.73,-1328.45,-5.73,0.38,0.9,0.38,0.9,-6.23,346.17,-33.85,-1328.45,346.17,-226.85,0.9,-5.73,-226.85,0.9,-5.73,-5.73,0.52,-5.73,346.17,346.17,-6.23,-6.23,0.52,-226.85,-6.23,-1328.45,0.9,0.9,0.38,0.38,0.52,0.52,-226.85,-226.85,-5.73,-33.85,0.52,0.52,0.38,-226.85,-1328.45,-226.85,-6.23,-6.23,-1328.45,346.17,0.38,-5.73,-1328.45,-33.85,0.38,-6.23,-33.85,-5.73,-33.85,-1328.45,-1328.45,-6.23,-33.85,0.38,0.9,-226.85,-6.23,-5.73,0.9,0.52,0.9,0.52,0.9,-226.85,346.17,0.38,-226.85,346.17,-33.85,0.38,-1328.45,346.17,-33.85,0.52,-1328.45,-33.85,0.52,-6.23,346.17,-33.85,Medium
1206.58,2.79,-217.42,2.79,0.49,1.54,0.49,1.54,-4.5,1206.58,17.15,-217.42,1206.58,410.38,1.54,2.79,410.38,1.54,2.79,2.79,0.66,2.79,1206.58,1206.58,-4.5,-4.5,0.66,410.38,-4.5,-217.42,1.54,1.54,0.49,0.49,0.66,0.66,410.38,410.38,2.79,17.15,0.66,0.66,0.49,410.38,-217.42,410.38,-4.5,-4.5,-217.42,1206.58,0.49,2.79,-217.42,17.15,0.49,-4.5,17.15,2.79,17.15,-217.42,-217.42,-4.5,17.15,0.49,1.54,410.38,-4.5,2.79,1.54,0.66,1.54,0.66,1.54,410.38,1206.58,0.49,410.38,1206.58,17.15,0.49,-217.42,1206.58,17.15,0.66,-217.42,17.15,0.66,-4.5,1206.58,17.15,Medium
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.76,0.73,711.07,0.73,0.39,0.57,0.39,0.57,-3.1,270.76,-8.53,711.07,270.76,-432.68,0.57,0.73,-432.68,0.57,0.73,0.73,0.68,0.73,270.76,270.76,-3.1,-3.1,0.68,-432.68,-3.1,711.07,0.57,0.57,0.39,0.39,0.68,0.68,-432.68,-432.68,0.73,-8.53,0.68,0.68,0.39,-432.68,711.07,-432.68,-3.1,-3.1,711.07,270.76,0.39,0.73,711.07,-8.53,0.39,-3.1,-8.53,0.73,-8.53,711.07,711.07,-3.1,-8.53,0.39,0.57,-432.68,-3.1,0.73,0.57,0.68,0.57,0.68,0.57,-432.68,270.76,0.39,-432.68,270.76,-8.53,0.39,711.07,270.76,-8.53,0.68,711.07,-8.53,0.68,-3.1,270.76,-8.53,High
707.88,-3.24,-132.77,-3.24,0.41,0.46,0.41,0.46,-3.05,707.88,-9.82,-132.77,707.88,-808.05,0.46,-3.24,-808.05,0.46,-3.24,-3.24,0.7,-3.24,707.88,707.88,-3.05,-3.05,0.7,-808.05,-3.05,-132.77,0.46,0.46,0.41,0.41,0.7,0.7,-808.05,-808.05,-3.24,-9.82,0.7,0.7,0.41,-808.05,-132.77,-808.05,-3.05,-3.05,-132.77,707.88,0.41,-3.24,-132.77,-9.82,0.41,-3.05,-9.82,-3.24,-9.82,-132.77,-132.77,-3.05,-9.82,0.41,0.46,-808.05,-3.05,-3.24,0.46,0.7,0.46,0.7,0.46,-808.05,707.88,0.41,-808.05,707.88,-9.82,0.41,-132.77,707.88,-9.82,0.7,-132.77,-9.82,0.7,-3.05,707.88,-9.82,Very high
957.67,2.33,996.56,2.33,0.5,0.56,0.5,0.56,-5.48,957.67,14.04,996.56,957.67,-616.29,0.56,2.33,-616.29,0.56,2.33,2.33,0.88,2.33,957.67,957.67,-5.48,-5.48,0.88,-616.29,-5.48,996.56,0.56,0.56,0.5,0.5,0.88,0.88,-616.29,-616.29,2.33,14.04,0.88,0.88,0.5,-616.29,996.56,-616.29,-5.48,-5.48,996.56,957.67,0.5,2.33,996.56,14.04,0.5,-5.48,14.04,2.33,14.04,996.56,996.56,-5.48,14.04,0.5,0.56,-616.29,-5.48,2.33,0.56,0.88,0.56,0.88,0.56,-616.29,957.67,0.5,-616.29,957.67,14.04,0.5,996.56,957.67,14.04,0.88,996.56,14.04,0.88,-5.48,957.67,14.04,Very high
553.16,3.8,1028.4,3.8,0.48,0.66,0.48,0.66,-4.86,553.16,3.69,1028.4,553.16,14.8,0.66,3.8,14.8,0.66,3.8,3.8,0.85,3.8,553.16,553.16,-4.86,-4.86,0.85,14.8,-4.86,1028.4,0.66,0.66,0.48,0.48,0.85,0.85,14.8,14.8,3.8,3.69,0.85,0.85,0.48,14.8,1028.4,14.8,-4.86,-4.86,1028.4,553.16,0.48,3.8,1028.4,3.69,0.48,-4.86,3.69,3.8,3.69,1028.4,1028.4,-4.86,3.69,0.48,0.66,14.8,-4.86,3.8,0.66,0.85,0.66,0.85,0.66,14.8,553.16,0.48,14.8,553.16,3.69,0.48,1028.4,553.16,3.69,0.85,1028.4,3.69,0.85,-4.86,553.16,3.69,Very high
572.06,-0.46,1534.69,-0.46,0.47,0.86,0.47,0.86,-2.56,572.06,-1.11,1534.69,572.06,196.66,0.86,-0.46,196.66,0.86,-0.46,-0.46,0.81,-0.46,572.06,572.06,-2.56,-2.56,0.81,196.66,-2.56,1534.69,0.86,0.86,0.47,0.47,0.81,0.81,196.66,196.66,-0.46,-1.11,0.81,0.81,0.47,196.66,1534.69,196.66,-2.56,-2.56,1534.69,572.06,0.47,-0.46,1534.69,-1.11,0.47,-2.56,-1.11,-0.46,-1.11,1534.69,1534.69,-2.56,-1.11,0.47,0.86,196.66,-2.56,-0.46,0.86,0.81,0.86,0.81,0.86,196.66,572.06,0.47,196.66,572.06,-1.11,0.47,1534.69,572.06,-1.11,0.81,1534.69,-1.11,0.81,-2.56,572.06,-1.11,Very high
455.12,0.47,456.23,0.47,0.43,0.94,0.43,0.94,-1.53,455.12,-4.73,456.23,455.12,353.15,0.94,0.47,353.15,0.94,0.47,0.47,0.79,0.47,455.12,455.12,-1.53,-1.53,0.79,353.15,-1.53,456.23,0.94,0.94,0.43,0.43,0.79,0.79,353.15,353.15,0.47,-4.73,0.79,0.79,0.43,353.15,456.23,353.15,-1.53,-1.53,456.23,455.12,0.43,0.47,456.23,-4.73,0.43,-1.53,-4.73,0.47,-4.73,456.23,456.23,-1.53,-4.73,0.43,0.94,353.15,-1.53,0.47,0.94,0.79,0.94,0.79,0.94,353.15,455.12,0.43,353.15,455.12,-4.73,0.43,456.23,455.12,-4.73,0.79,456.23,-4.73,0.79,-1.53,455.12,-4.73,Very high
462.2,3.37,-418.84,3.37,0.45,0.86,0.45,0.86,-3.24,462.2,-2.16,-418.84,462.2,416.55,0.86,3.37,416.55,0.86,3.37,3.37,0.81,3.37,462.2,462.2,-3.24,-3.24,0.81,416.55,-3.24,-418.84,0.86,0.86,0.45,0.45,0.81,0.81,416.55,416.55,3.37,-2.16,0.81,0.81,0.45,416.55,-418.84,416.55,-3.24,-3.24,-418.84,462.2,0.45,3.37,-418.84,-2.16,0.45,-3.24,-2.16,3.37,-2.16,-418.84,-418.84,-3.24,-2.16,0.45,0.86,416.55,-3.24,3.37,0.86,0.81,0.86,0.81,0.86,416.55,462.2,0.45,416.55,462.2,-2.16,0.45,-418.84,462.2,-2.16,0.81,-418.84,-2.16,0.81,-3.24,462.2,-2.16,High
502.91,5.59,1423.14,5.59,0.51,1.02,0.51,1.02,-2.25,502.91,10.16,1423.14,502.91,-66.62,1.02,5.59,-66.62,1.02,5.59,5.59,0.77,5.59,502.91,502.91,-2.25,-2.25,0.77,-66.62,-2.25,1423.14,1.02,1.02,0.51,0.51,0.77,0.77,-66.62,-66.62,5.59,10.16,0.77,0.77,0.51,-66.62,1423.14,-66.62,-2.25,-2.25,1423.14,502.91,0.51,5.59,1423.14,10.16,0.51,-2.25,10.16,5.59,10.16,1423.14,1423.14,-2.25,10.16,0.51,1.02,-66.62,-2.25,5.59,1.02,0.77,1.02,0.77,1.02,-66.62,502.91,0.51,-66.62,502.91,10.16,0.51,1423.14,502.91,10.16,0.77,1423.14,10.16,0.77,-2.25,502.91,10.16,Very high
152.46,1.14,1106.2,1.14,0.48,1.05,0.48,1.05,-5.36,152.46,-8.95,1106.2,152.46,-494.97,1.05,1.14,-494.97,1.05,1.14,1.14,0.77,1.14,152.46,152.46,-5.36,-5.36,0.77,-494.97,-5.36,1106.2,1.05,1.05,0.48,0.48,0.77,0.77,-494.97,-494.97,1.14,-8.95,0.77,0.77,0.48,-494.97,1106.2,-494.97,-5.36,-5.36,1106.2,152.46,0.48,1.14,1106.2,-8.95,0.48,-5.36,-8.95,1.14,-8.95,1106.2,1106.2,-5.36,-8.95,0.48,1.05,-494.97,-5.36,1.14,1.05,0.77,1.05,0.77,1.05,-494.97,152.46,0.48,-494.97,152.46,-8.95,0.48,1106.2,152.46,-8.95,0.77,1106.2,-8.95,0.77,-5.36,152.46,-8.95,High
412.07,-1.15,19.93,-1.15,0.44,0.82,0.44,0.82,-5.73,412.07,-10.19,19.93,412.07,-245.44,0.82,-1.15,-245.44,0.82,-1.15,-1.15,0.82,-1.15,412.07,412.07,-5.73,-5.73,0.82,-245.44,-5.73,19.93,0.82,0.82,0.44,0.44,0.82,0.82,-245.44,-245.44,-1.15,-10.19,0.82,0.82,0.44,-245.44,19.93,-245.44,-5.73,-5.73,19.93,412.07,0.44,-1.15,19.93,-10.19,0.44,-5.73,-10.19,-1.15,-10.19,19.93,19.93,-5.73,-10.19,0.44,0.82,-245.44,-5.73,-1.15,0.82,0.82,0.82,0.82,0.82,-245.44,412.07,0.44,-245.44,412.07,-10.19,0.44,19.93,412.07,-10.19,0.82,19.93,-10.19,0.82,-5.73,412.07,-10.19,Medium
615.16,1.18,144.48,1.18,0.41,0.79,0.41,0.79,-6.14,615.16,3.27,144.48,615.16,423.19,0.79,1.18,423.19,0.79,1.18,1.18,0.78,1.18,615.16,615.16,-6.14,-6.14,0.78,423.19,-6.14,144.48,0.79,0.79,0.41,0.41,0.78,0.78,423.19,423.19,1.18,3.27,0.78,0.78,0.41,423.19,144.48,423.19,-6.14,-6.14,144.48,615.16,0.41,1.18,144.48,3.27,0.41,-6.14,3.27,1.18,3.27,144.48,144.48,-6.14,3.27,0.41,0.79,423.19,-6.14,1.18,0.79,0.78,0.79,0.78,0.79,423.19,615.16,0.41,423.19,615.16,3.27,0.41,144.48,615.16,3.27,0.78,144.48,3.27,0.78,-6.14,615.16,3.27,Medium
678.99,2.35,541.27,2.35,0.48,0.92,0.48,0.92,-7.93,678.99,5.77,541.27,678.99,152.19,0.92,2.35,152.19,0.92,2.35,2.35,0.75,2.35,678.99,678.99,-7.93,-7.93,0.75,152.19,-7.93,541.27,0.92,0.92,0.48,0.48,0.75,0.75,152.19,152.19,2.35,5.77,0.75,0.75,0.48,152.19,541.27,152.19,-7.93,-7.93,541.27,678.99,0.48,2.35,541.27,5.77,0.48,-7.93,5.77,2.35,5.77,541.27,541.27,-7.93,5.77,0.48,0.92,152.19,-7.93,2.35,0.92,0.75,0.92,0.75,0.92,152.19,678.99,0.48,152.19,678.99,5.77,0.48,541.27,678.99,5.77,0.75,541.27,5.77,0.75,-7.93,678.99,5.77,Medium
597.47,3.46,1621.56,3.46,0.53,0.87,0.53,0.87,-2.79,597.47,6.23,1621.56,597.47,76.99,0.87,3.46,76.99,0.87,3.46,3.46,0.81,3.46,597.47,597.47,-2.79,-2.79,0.81,76.99,-2.79,1621.56,0.87,0.87,0.53,0.53,0.81,0.81,76.99,76.99,3.46,6.23,0.81,0.81,0.53,76.99,1621.56,76.99,-2.79,-2.79,1621.56,597.47,0.53,3.46,1621.56,6.23,0.53,-2.79,6.23,3.46,6.23,1621.56,1621.56,-2.79,6.23,0.53,0.87,76.99,-2.79,3.46,0.87,0.81,0.87,0.81,0.87,76.99,597.47,0.53,76.99,597.47,6.23,0.53,1621.56,597.47,6.23,0.81,1621.56,6.23,0.81,-2.79,597.47,6.23,High
437.5,1.01,1090.26,1.01,0.5,0.76,0.5,0.76,2.62,437.5,-4.18,1090.26,437.5,304.74,0.76,1.01,304.74,0.76,1.01,1.01,0.83,1.01,437.5,437.5,2.62,2.62,0.83,304.74,2.62,1090.26,0.76,0.76,0.5,0.5,0.83,0.83,304.74,304.74,1.01,-4.18,0.83,0.83,0.5,304.74,1090.26,304.74,2.62,2.62,1090.26,437.5,0.5,1.01,1090.26,-4.18,0.5,2.62,-4.18,1.01,-4.18,1090.26,1090.26,2.62,-4.18,0.5,0.76,304.74,2.62,1.01,0.76,0.83,0.76,0.83,0.76,304.74,437.5,0.5,304.74,437.5,-4.18,0.5,1090.26,437.5,-4.18,0.83,1090.26,-4.18,0.83,2.62,437.5,-4.18,High
416.65,3.18,890.42,3.18,0.52,0.84,0.52,0.84,-1.59,416.65,0.99,890.42,416.65,325.07,0.84,3.18,325.07,0.84,3.18,3.18,0.81,3.18,416.65,416.65,-1.59,-1.59,0.81,325.07,-1.59,890.42,0.84,0.84,0.52,0.52,0.81,0.81,325.07,325.07,3.18,0.99,0.81,0.81,0.52,325.07,890.42,325.07,-1.59,-1.59,890.42,416.65,0.52,3.18,890.42,0.99,0.52,-1.59,0.99,3.18,0.99,890.42,890.42,-1.59,0.99,0.52,0.84,325.07,-1.59,3.18,0.84,0.81,0.84,0.81,0.84,325.07,416.65,0.52,325.07,416.65,0.99,0.52,890.42,416.65,0.99,0.81,890.42,0.99,0.81,-1.59,416.65,0.99,Very high
66.59,2.27,1507.21,2.27,0.56,1.03,0.56,1.03,-12.26,66.59,12.16,1507.21,66.59,-77.92,1.03,2.27,-77.92,1.03,2.27,2.27,0.77,2.27,66.59,66.59,-12.26,-12.26,0.77,-77.92,-12.26,1507.21,1.03,1.03,0.56,0.56,0.77,0.77,-77.92,-77.92,2.27,12.16,0.77,0.77,0.56,-77.92,1507.21,-77.92,-12.26,-12.26,1507.21,66.59,0.56,2.27,1507.21,12.16,0.56,-12.26,12.16,2.27,12.16,1507.21,1507.21,-12.26,12.16,0.56,1.03,-77.92,-12.26,2.27,1.03,0.77,1.03,0.77,1.03,-77.92,66.59,0.56,-77.92,66.59,12.16,0.56,1507.21,66.59,12.16,0.77,1507.21,12.16,0.77,-12.26,66.59,12.16,High
-196.42,-1.05,1185.71,-1.05,0.56,0.95,0.56,0.95,-7.38,-196.42,5.9,1185.71,-196.42,-136.19,0.95,-1.05,-136.19,0.95,-1.05,-1.05,0.79,-1.05,-196.42,-196.42,-7.38,-7.38,0.79,-136.19,-7.38,1185.71,0.95,0.95,0.56,0.56,0.79,0.79,-136.19,-136.19,-1.05,5.9,0.79,0.79,0.56,-136.19,1185.71,-136.19,-7.38,-7.38,1185.71,-196.42,0.56,-1.05,1185.71,5.9,0.56,-7.38,5.9,-1.05,5.9,1185.71,1185.71,-7.38,5.9,0.56,0.95,-136.19,-7.38,-1.05,0.95,0.79,0.95,0.79,0.95,-136.19,-196.42,0.56,-136.19,-196.42,5.9,0.56,1185.71,-196.42,5.9,0.79,1185.71,5.9,0.79,-7.38,-196.42,5.9,Medium
47.4,-2.76,591.2,-2.76,0.44,0.79,0.44,0.79,-1.18,47.4,-8.18,591.2,47.4,319.62,0.79,-2.76,319.62,0.79,-2.76,-2.76,0.83,-2.76,47.4,47.4,-1.18,-1.18,0.83,319.62,-1.18,591.2,0.79,0.79,0.44,0.44,0.83,0.83,319.62,319.62,-2.76,-8.18,0.83,0.83,0.44,319.62,591.2,319.62,-1.18,-1.18,591.2,47.4,0.44,-2.76,591.2,-8.18,0.44,-1.18,-8.18,-2.76,-8.18,591.2,591.2,-1.18,-8.18,0.44,0.79,319.62,-1.18,-2.76,0.79,0.83,0.79,0.83,0.79,319.62,47.4,0.44,319.62,47.4,-8.18,0.44,591.2,47.4,-8.18,0.83,591.2,-8.18,0.83,-1.18,47.4,-8.18,Very high
568.59,2.14,418.5,2.14,0.4,1.07,0.4,1.07,-2.41,568.59,-6.6,418.5,568.59,551.15,1.07,2.14,551.15,1.07,2.14,2.14,0.76,2.14,568.59,568.59,-2.41,-2.41,0.76,551.15,-2.41,418.5,1.07,1.07,0.4,0.4,0.76,0.76,551.15,551.15,2.14,-6.6,0.76,0.76,0.4,551.15,418.5,551.15,-2.41,-2.41,418.5,568.59,0.4,2.14,418.5,-6.6,0.4,-2.41,-6.6,2.14,-6.6,418.5,418.5,-2.41,-6.6,0.4,1.07,551.15,-2.41,2.14,1.07,0.76,1.07,0.76,1.07,551.15,568.59,0.4,551.15,568.59,-6.6,0.4,418.5,568.59,-6.6,0.76,418.5,-6.6,0.76,-2.41,568.59,-6.6,High
394.18,6.4,789.03,6.4,0.5,1.17,0.5,1.17,-1.48,394.18,0.5,789.03,394.18,595.78,1.17,6.4,595.78,1.17,6.4,6.4,0.74,6.4,394.18,394.18,-1.48,-1.48,0.74,595.78,-1.48,789.03,1.17,1.17,0.5,0.5,0.74,0.74,595.78,595.78,6.4,0.5,0.74,0.74,0.5,595.78,789.03,595.78,-1.48,-1.48,789.03,394.18,0.5,6.4,789.03,0.5,0.5,-1.48,0.5,6.4,0.5,789.03,789.03,-1.48,0.5,0.5,1.17,595.78,-1.48,6.4,1.17,0.74,1.17,0.74,1.17,595.78,394.18,0.5,595.78,394.18,0.5,0.5,789.03,394.18,0.5,0.74,789.03,0.5,0.74,-1.48,394.18,0.5,Medium
242.34,2.75,1004.16,2.75,0.53,0.97,0.53,0.97,-5.56,242.34,1.95,1004.16,242.34,352.91,0.97,2.75,352.91,0.97,2.75,2.75,0.78,2.75,242.34,242.34,-5.56,-5.56,0.78,352.91,-5.56,1004.16,0.97,0.97,0.53,0.53,0.78,0.78,352.91,352.91,2.75,1.95,0.78,0.78,0.53,352.91,1004.16,352.91,-5.56,-5.56,1004.16,242.34,0.53,2.75,1004.16,1.95,0.53,-5.56,1.95,2.75,1.95,1004.16,1004.16,-5.56,1.95,0.53,0.97,352.91,-5.56,2.75,0.97,0.78,0.97,0.78,0.97,352.91,242.34,0.53,352.91,242.34,1.95,0.53,1004.16,242.34,1.95,0.78,1004.16,1.95,0.78,-5.56,242.34,1.95,High
326.65,-0.22,757.46,-0.22,0.53,0.68,0.53,0.68,-5.58,326.65,-2.14,757.46,326.65,388.18,0.68,-0.22,388.18,0.68,-0.22,-0.22,0.85,-0.22,326.65,326.65,-5.58,-5.58,0.85,388.18,-5.58,757.46,0.68,0.68,0.53,0.53,0.85,0.85,388.18,388.18,-0.22,-2.14,0.85,0.85,0.53,388.18,757.46,388.18,-5.58,-5.58,757.46,326.65,0.53,-0.22,757.46,-2.14,0.53,-5.58,-2.14,-0.22,-2.14,757.46,757.46,-5.58,-2.14,0.53,0.68,388.18,-5.58,-0.22,0.68,0.85,0.68,0.85,0.68,388.18,326.65,0.53,388.18,326.65,-2.14,0.53,757.46,326.65,-2.14,0.85,757.46,-2.14,0.85,-5.58,326.65,-2.14,High
386.21,2.78,854.82,2.78,0.39,0.46,0.39,0.46,-2.64,386.21,-1.74,854.82,386.21,502.33,0.46,2.78,502.33,0.46,2.78,2.78,0.74,2.78,386.21,386.21,-2.64,-2.64,0.74,502.33,-2.64,854.82,0.46,0.46,0.39,0.39,0.74,0.74,502.33,502.33,2.78,-1.74,0.74,0.74,0.39,502.33,854.82,502.33,-2.64,-2.64,854.82,386.21,0.39,2.78,854.82,-1.74,0.39,-2.64,-1.74,2.78,-1.74,854.82,854.82,-2.64,-1.74,0.39,0.46,502.33,-2.64,2.78,0.46,0.74,0.46,0.74,0.46,502.33,386.21,0.39,502.33,386.21,-1.74,0.39,854.82,386.21,-1.74,0.74,854.82,-1.74,0.74,-2.64,386.21,-1.74,High
403.12,4.36,502.66,4.36,0.34,0.56,0.34,0.56,-2.76,403.12,-8.66,502.66,403.12,547.17,0.56,4.36,547.17,0.56,4.36,4.36,0.72,4.36,403.12,403.12,-2.76,-2.76,0.72,547.17,-2.76,502.66,0.56,0.56,0.34,0.34,0.72,0.72,547.17,547.17,4.36,-8.66,0.72,0.72,0.34,547.17,502.66,547.17,-2.76,-2.76,502.66,403.12,0.34,4.36,502.66,-8.66,0.34,-2.76,-8.66,4.36,-8.66,502.66,502.66,-2.76,-8.66,0.34,0.56,547.17,-2.76,4.36,0.56,0.72,0.56,0.72,0.56,547.17,403.12,0.34,547.17,403.12,-8.66,0.34,502.66,403.12,-8.66,0.72,502.66,-8.66,0.72,-2.76,403.12,-8.66,Medium
802.27,0.61,244.18,0.61,0.47,0.72,0.47,0.72,-4.66,802.27,1.97,244.18,802.27,590.22,0.72,0.61,590.22,0.72,0.61,0.61,0.82,0.61,802.27,802.27,-4.66,-4.66,0.82,590.22,-4.66,244.18,0.72,0.72,0.47,0.47,0.82,0.82,590.22,590.22,0.61,1.97,0.82,0.82,0.47,590.22,244.18,590.22,-4.66,-4.66,244.18,802.27,0.47,0.61,244.18,1.97,0.47,-4.66,1.97,0.61,1.97,244.18,244.18,-4.66,1.97,0.47,0.72,590.22,-4.66,0.61,0.72,0.82,0.72,0.82,0.72,590.22,802.27,0.47,590.22,802.27,1.97,0.47,244.18,802.27,1.97,0.82,244.18,1.97,0.82,-4.66,802.27,1.97,Medium
-453.26,5.78,1634.48,5.78,0.43,0.7,0.43,0.7,1.16,-453.26,22.59,1634.48,-453.26,332.05,0.7,5.78,332.05,0.7,5.78,5.78,0.71,5.78,-453.26,-453.26,1.16,1.16,0.71,332.05,1.16,1634.48,0.7,0.7,0.43,0.43,0.71,0.71,332.05,332.05,5.78,22.59,0.71,0.71,0.43,332.05,1634.48,332.05,1.16,1.16,1634.48,-453.26,0.43,5.78,1634.48,22.59,0.43,1.16,22.59,5.78,22.59,1634.48,1634.48,1.16,22.59,0.43,0.7,332.05,1.16,5.78,0.7,0.71,0.7,0.71,0.7,332.05,-453.26,0.43,332.05,-453.26,22.59,0.43,1634.48,-453.26,22.59,0.71,1634.48,22.59,0.71,1.16,-453.26,22.59,High
-1370.42,7.09,1963.94,7.09,0.28,0.39,0.28,0.39,-0.54,-1370.42,12.09,1963.94,-1370.42,343.07,0.39,7.09,343.07,0.39,7.09,7.09,0.45,7.09,-1370.42,-1370.42,-0.54,-0.54,0.45,343.07,-0.54,1963.94,0.39,0.39,0.28,0.28,0.45,0.45,343.07,343.07,7.09,12.09,0.45,0.45,0.28,343.07,1963.94,343.07,-0.54,-0.54,1963.94,-1370.42,0.28,7.09,1963.94,12.09,0.28,-0.54,12.09,7.09,12.09,1963.94,1963.94,-0.54,12.09,0.28,0.39,343.07,-0.54,7.09,0.39,0.45,0.39,0.45,0.39,343.07,-1370.42,0.28,343.07,-1370.42,12.09,0.28,1963.94,-1370.42,12.09,0.45,1963.94,12.09,0.45,-0.54,-1370.42,12.09,Medium
-1040.03,2.86,648.58,2.86,0.2,0.33,0.2,0.33,-6.9,-1040.03,1.64,648.58,-1040.03,308.55,0.33,2.86,308.55,0.33,2.86,2.86,0.25,2.86,-1040.03,-1040.03,-6.9,-6.9,0.25,308.55,-6.9,648.58,0.33,0.33,0.2,0.2,0.25,0.25,308.55,308.55,2.86,1.64,0.25,0.25,0.2,308.55,648.58,308.55,-6.9,-6.9,648.58,-1040.03,0.2,2.86,648.58,1.64,0.2,-6.9,1.64,2.86,1.64,648.58,648.58,-6.9,1.64,0.2,0.33,308.55,-6.9,2.86,0.33,0.25,0.33,0.25,0.33,308.55,-1040.03,0.2,308.55,-1040.03,1.64,0.2,648.58,-1040.03,1.64,0.25,648.58,1.64,0.25,-6.9,-1040.03,1.64,High
-1152.06,3.08,436.99,3.08,0.33,0.58,0.33,0.58,-1.85,-1152.06,9.1,436.99,-1152.06,168.99,0.58,3.08,168.99,0.58,3.08,3.08,0.5,3.08,-1152.06,-1152.06,-1.85,-1.85,0.5,168.99,-1.85,436.99,0.58,0.58,0.33,0.33,0.5,0.5,168.99,168.99,3.08,9.1,0.5,0.5,0.33,168.99,436.99,168.99,-1.85,-1.85,436.99,-1152.06,0.33,3.08,436.99,9.1,0.33,-1.85,9.1,3.08,9.1,436.99,436.99,-1.85,9.1,0.33,0.58,168.99,-1.85,3.08,0.58,0.5,0.58,0.5,0.58,168.99,-1152.06,0.33,168.99,-1152.06,9.1,0.33,436.99,-1152.06,9.1,0.5,436.99,9.1,0.5,-1.85,-1152.06,9.1,High
-1128.5,5.38,302.58,5.38,0.38,0.66,0.38,0.66,-2.12,-1128.5,0.36,302.58,-1128.5,474.58,0.66,5.38,474.58,0.66,5.38,5.38,0.85,5.38,-1128.5,-1128.5,-2.12,-2.12,0.85,474.58,-2.12,302.58,0.66,0.66,0.38,0.38,0.85,0.85,474.58,474.58,5.38,0.36,0.85,0.85,0.38,474.58,302.58,474.58,-2.12,-2.12,302.58,-1128.5,0.38,5.38,302.58,0.36,0.38,-2.12,0.36,5.38,0.36,302.58,302.58,-2.12,0.36,0.38,0.66,474.58,-2.12,5.38,0.66,0.85,0.66,0.85,0.66,474.58,-1128.5,0.38,474.58,-1128.5,0.36,0.38,302.58,-1128.5,0.36,0.85,302.58,0.36,0.85,-2.12,-1128.5,0.36,Medium
