accX_mad,gyroX_kurtosis,accY_mean,gyroX_iqr,ci_sma,distance_std,ci_std,distance_mean,gyroZ_skewness,accX_max,gyroY_skewness,accY_min,accX_min,accZ_iqr,distance_sma,gyroX_sma,accZ_sma,distance_iqr,gyroX_mad,gyroX_max,proximity_min,gyroX_min,accX_mean,accX_iqr,gyroZ_maxInds,gyroZ_mad,proximity_kurtosis,accZ_min,gyroZ_kurtosis,accY_skewness,distance_skewness,distance_kurtosis,ci_max,ci_min,proximity_sma,proximity_std,accZ_max,accZ_std,gyroX_std,gyroY_std,proximity_maxInds,proximity_max,ci_iqr,accZ_mad,accY_kurtosis,accZ_skewness,gyroZ_min,gyroZ_max,accY_iqr,accX_sma,ci_mean,gyroX_maxInds,accY_std,gyroY_mean,ci_maxInds,gyroZ_sma,gyroY_kurtosis,gyroX_mean,gyroY_maxInds,accY_mad,accY_max,gyroZ_iqr,gyroY_sma,ci_kurtosis,distance_maxInds,accZ_maxInds,gyroZ_mean,gyroX_skewness,distance_mad,proximity_mad,distance_max,proximity_iqr,distance_min,accZ_kurtosis,accX_maxInds,ci_mad,accZ_mean,accX_skewness,gyroY_iqr,ci_skewness,accY_maxInds,accX_std,gyroY_min,proximity_skewness,accY_sma,gyroY_max,proximity_mean,gyroZ_std,accX_kurtosis,gyroY_mad,activity
714.0,6.69,870.63,32.0,0.25,0.51,0.11,2.29,-0.56,6605.0,-0.77,-2469.0,-3201.0,1397.0,0.94,0.3,-104.43,0.48,16.0,187.0,0.4,-103.0,-239.05,2014.0,8.0,8.0,1.32,-10466.0,2.5,1.27,-1.53,1.27,0.77,0.3,0.2,0.11,6724.0,3116.89,40.35,58.31,3.0,0.81,0.13,780.0,0.99,-0.9,-80.0,48.0,2010.0,-141.25,0.62,22.0,1938.47,-39.38,4.0,-3.29,-0.56,0.51,4.0,740.0,7072.0,15.0,-23.27,1.13,3.0,31.0,-5.57,0.99,0.17,0.04,2.71,0.1,0.87,2.45,4.0,0.07,-176.72,1.38,100.0,-1.1,5.0,2146.98,-172.0,1.56,514.46,49.0,0.49,21.23,1.21,31.0,Medium
832.0,4.06,57.62,32.5,0.21,0.83,0.18,1.78,-0.23,10699.0,-0.5,-8533.0,-6029.0,2737.25,0.71,-1.75,-59.98,1.78,16.5,149.0,0.4,-171.0,-881.36,1570.75,11.0,13.5,-1.68,-18457.0,-0.18,-0.07,-0.21,-1.68,0.77,0.21,0.24,0.19,7559.0,4337.71,46.75,78.71,3.0,0.86,0.27,1431.0,1.0,-1.21,-69.0,52.0,2429.75,-528.82,0.51,43.0,2811.76,3.42,3.0,-1.55,-0.25,-2.92,4.0,1285.5,7072.0,34.5,2.05,-1.08,3.0,29.0,-2.58,-0.03,0.71,0.15,2.71,0.39,0.63,4.13,15.0,0.14,-99.97,1.57,84.75,-0.12,3.0,2678.5,-172.0,0.21,34.57,141.0,0.61,28.23,4.75,44.0,Medium
833.0,4.55,-1174.04,25.5,0.18,0.3,0.1,0.96,-0.44,10699.0,-0.37,-8533.0,-6029.0,2016.0,0.38,0.46,-34.03,0.23,11.0,149.0,0.59,-171.0,-1183.69,1828.0,18.0,15.0,1.95,-18457.0,0.11,0.34,1.6,2.04,0.54,0.21,0.31,0.07,7559.0,4176.96,45.83,64.34,8.0,0.86,0.11,1020.0,1.68,-1.41,-69.0,52.0,2662.5,-714.48,0.44,27.0,2413.97,15.82,4.0,-1.17,0.3,0.76,7.0,1239.0,6239.0,26.5,9.55,-0.04,8.0,29.0,-1.94,-0.25,0.12,0.02,1.87,0.05,0.63,5.15,14.0,0.04,-56.37,1.94,67.5,-1.15,4.0,2330.25,-163.0,-1.58,-708.66,141.0,0.79,27.07,9.27,30.0,High
644.0,2.95,-2198.55,15.0,0.14,0.4,0.24,0.57,-0.74,9162.0,1.01,-11553.0,-6400.0,1899.5,0.23,7.26,-283.11,0.88,8.0,130.0,0.0,-67.0,-220.61,1274.5,11.0,8.0,-1.28,-12804.0,2.7,-1.36,-0.53,-1.39,0.67,0.0,0.23,0.38,6951.0,3790.81,36.63,56.33,3.0,0.9,0.52,852.0,2.41,-1.36,-96.0,101.0,1852.5,-130.81,0.33,26.0,2727.26,23.69,3.0,-3.67,1.7,12.24,2.0,1102.0,3080.0,14.5,14.04,-1.44,3.0,26.0,-6.19,1.18,0.25,0.05,1.03,0.83,0.0,2.74,5.0,0.05,-477.48,1.23,34.0,-0.57,3.0,2635.63,-126.0,-0.83,-1303.57,191.0,0.57,31.96,2.41,17.0,High
2204.0,0.74,-468.86,42.25,0.03,0.26,0.17,0.13,-0.19,10283.0,0.05,-11553.0,-6400.0,5104.5,0.05,3.08,-673.0,0.0,22.5,130.0,0.0,-114.0,1935.79,4484.75,13.0,21.0,0.07,-12804.0,0.14,-0.39,1.51,0.37,0.67,0.0,0.08,0.35,6951.0,4529.17,48.79,69.5,3.0,0.9,0.0,2489.0,-0.27,-0.77,-96.0,101.0,6059.5,1120.72,0.08,25.0,4325.57,46.48,3.0,-4.0,0.01,5.32,14.0,2681.0,8047.0,48.5,26.91,2.26,3.0,27.0,-6.91,0.23,0.0,0.0,0.73,0.0,0.0,0.33,3.0,0.0,-1162.45,0.12,81.5,1.89,2.0,3273.33,-126.0,1.44,-271.45,205.0,0.18,42.83,0.35,39.0,Very High
1530.0,1.09,2451.27,44.5,0.0,0.0,0.0,0.0,-1.12,10283.0,0.2,-7054.0,-10826.0,3925.5,0.0,2.84,-265.88,0.0,21.0,128.0,0.0,-114.0,1795.64,3030.25,9.0,13.5,-3.0,-11213.0,3.68,-0.82,0.0,-3.0,0.0,0.0,0.0,0.0,6920.0,3769.16,42.84,75.21,0.0,0.0,0.0,2216.0,0.63,-0.71,-147.0,92.0,2931.5,1021.66,0.0,2.0,3129.88,40.65,0.0,-1.01,2.17,5.0,16.0,1296.0,8504.0,25.0,23.13,-3.0,0.0,25.0,-1.77,-0.22,0.0,0.0,0.0,0.0,0.0,0.92,2.0,0.0,-467.3,-0.99,71.0,0.0,23.0,3260.32,-180.0,0.0,1394.69,300.0,0.0,36.38,4.13,34.0,Very High
1264.5,2.44,833.36,65.75,0.04,0.39,0.22,0.19,-2.08,5599.0,0.63,-10964.0,-10826.0,4860.25,0.08,0.8,-247.37,0.0,32.5,243.0,0.0,-164.0,-127.36,2466.75,11.0,14.5,0.18,-11498.0,7.81,-0.57,1.53,0.44,0.63,0.0,0.07,0.32,7587.0,4477.38,66.36,86.94,3.0,0.84,0.0,2193.5,1.13,-0.44,-147.0,41.0,4223.5,-73.1,0.11,27.0,3382.99,-14.14,3.0,-4.1,1.27,1.39,2.0,2151.0,8504.0,26.75,-8.11,0.83,3.0,27.0,-7.14,0.81,0.0,0.0,1.07,0.0,0.0,-0.3,14.0,0.0,-431.02,-1.52,119.0,1.63,2.0,2945.16,-180.0,1.47,478.28,300.0,0.16,28.12,3.06,60.5,Very High
546.0,5.09,-1328.45,40.75,0.16,0.62,0.25,0.9,-0.68,2193.0,-0.36,-10964.0,-8725.0,1601.25,0.37,-3.38,-133.68,1.4,17.5,243.0,0.0,-164.0,346.17,1542.5,24.0,8.0,-1.1,-11498.0,1.59,-1.86,-0.52,-1.23,0.63,0.0,0.21,0.33,7587.0,3687.38,60.14,54.27,3.0,0.84,0.56,709.5,8.5,-0.92,-69.0,41.0,1014.75,203.99,0.38,27.0,1941.2,-33.85,3.0,-3.67,-0.01,-5.73,3.0,506.5,3542.0,16.5,-19.95,-1.19,3.0,26.0,-6.23,1.2,0.35,0.08,1.76,0.76,0.0,1.26,2.0,0.05,-226.85,-2.59,81.75,-0.81,22.0,1969.18,-165.0,-0.89,-782.84,104.0,0.52,19.63,7.64,31.5,Very High
455.5,0.19,-217.42,20.0,0.2,0.21,0.08,1.54,-0.2,4071.0,0.53,-2476.0,-1253.0,630.5,0.62,1.66,244.01,0.3,10.5,32.0,0.6,-45.0,1206.58,856.75,5.0,8.0,-0.37,-2105.0,-0.04,1.32,-0.91,-0.34,0.57,0.35,0.27,0.05,2302.0,859.33,15.6,31.37,3.0,0.77,0.13,343.5,0.94,-0.59,-36.0,24.0,2239.5,717.42,0.49,15.0,1884.9,17.15,4.0,-2.68,0.07,2.79,2.0,536.0,5938.0,15.75,10.2,-1.22,3.0,28.0,-4.5,-0.61,0.1,0.02,1.78,0.07,1.02,1.17,11.0,0.03,410.38,0.13,42.0,-0.66,2.0,928.96,-47.0,0.89,-129.28,105.0,0.66,13.53,0.96,20.5,Very High
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793.5,4.76,711.07,38.5,0.09,0.32,0.22,0.57,0.41,7254.0,-0.47,-10381.0,-10342.0,7494.5,0.14,0.56,-331.8,0.24,20.0,201.0,0.0,-105.0,270.76,3734.25,4.0,16.0,0.41,-11380.0,1.54,-0.41,-0.81,-0.38,0.7,0.0,0.17,0.34,8715.0,4793.88,41.09,59.01,4.0,0.89,0.24,3923.0,0.1,-0.03,-99.0,86.0,5013.5,207.63,0.39,6.0,4235.63,-8.53,6.0,-2.38,0.38,0.73,1.0,2554.0,10718.0,31.75,-6.54,-0.6,5.0,12.0,-3.1,0.83,0.12,0.04,1.0,0.08,0.0,-0.82,9.0,0.11,-432.68,-0.69,80.25,-0.79,1.0,2761.54,-188.0,-1.54,545.27,110.0,0.68,27.29,1.02,40.0,Very High
1667.0,3.61,-132.77,42.5,0.09,0.25,0.22,0.46,0.23,7254.0,0.03,-10381.0,-10342.0,7814.0,0.11,-2.48,-618.66,0.23,22.0,201.0,0.0,-105.0,707.88,3485.0,4.0,21.0,0.23,-12152.0,0.34,-0.08,-1.07,-0.49,0.7,0.0,0.16,0.35,9515.0,5212.65,44.22,67.44,4.0,0.97,0.19,3928.0,-0.07,-0.02,-99.0,86.0,5067.0,541.97,0.41,8.0,4179.19,-9.82,10.0,-2.34,-0.15,-3.24,1.0,2510.0,10158.0,39.5,-7.52,-0.43,6.0,15.0,-3.05,0.93,0.08,0.02,0.75,0.03,0.0,-0.81,5.0,0.11,-808.05,-0.75,87.0,-0.89,10.0,2980.65,-188.0,-1.48,-101.65,139.0,0.7,30.79,0.85,45.0,Very High
1638.0,-0.08,996.56,47.0,0.11,0.13,0.09,0.56,-0.2,7171.0,0.05,-5201.0,-5547.0,9163.0,0.12,1.82,-481.89,0.11,24.0,88.0,0.85,-85.0,957.67,3217.0,12.0,20.0,2.96,-12152.0,-0.38,0.31,-1.63,2.57,0.69,0.4,0.19,0.03,9515.0,5494.1,31.99,60.01,6.0,0.97,0.13,4409.0,-0.75,0.1,-85.0,56.0,6095.5,748.81,0.5,16.0,3771.34,14.04,8.0,-4.28,-0.7,2.33,4.0,3034.0,10158.0,41.5,10.98,-0.56,6.0,8.0,-5.48,0.12,0.05,0.01,0.69,0.02,0.15,-1.07,8.0,0.06,-616.29,-0.22,90.0,0.8,10.0,2419.69,-129.0,1.72,779.22,139.0,0.88,29.91,-0.05,46.0,Very High
1499.0,-0.38,1028.4,45.0,0.1,0.14,0.09,0.66,-0.36,5944.0,0.05,-5201.0,-5547.0,9369.5,0.14,2.99,11.64,0.18,22.0,78.0,0.8,-50.0,553.16,3044.0,13.0,16.0,2.05,-10755.0,0.08,-0.03,-1.03,1.97,0.68,0.26,0.18,0.03,8950.0,5202.98,28.37,49.88,3.0,0.96,0.07,4422.0,-0.63,0.08,-85.0,56.0,4390.0,434.84,0.48,9.0,2928.83,3.69,8.0,-3.82,-0.3,3.8,4.0,2213.0,8087.0,32.5,2.9,0.52,3.0,9.0,-4.86,0.3,0.08,0.02,0.92,0.04,0.19,-1.23,9.0,0.04,14.8,-0.26,69.0,-0.53,13.0,2139.44,-129.0,1.08,808.42,127.0,0.85,27.51,-0.09,35.0,Very High
1317.0,1.36,1534.69,37.0,0.11,0.15,0.1,0.86,0.27,3558.0,0.35,-6299.0,-4248.0,7699.5,0.2,-0.36,152.15,0.28,17.0,78.0,0.76,-117.0,572.06,2609.0,12.0,13.0,-1.53,-8087.0,0.51,-0.12,0.17,-1.47,0.66,0.26,0.18,0.03,9950.0,4572.66,30.39,41.59,4.0,0.86,0.12,3500.0,0.28,0.29,-54.0,62.0,3630.0,442.59,0.47,21.0,2790.54,-1.11,7.0,-1.98,0.47,-0.46,3.0,1754.0,9026.0,27.0,-0.86,-0.65,4.0,10.0,-2.56,-0.24,0.13,0.02,1.1,0.06,0.63,-1.08,10.0,0.07,196.66,-0.46,49.0,-0.41,12.0,1688.12,-95.0,-0.16,1187.37,142.0,0.81,20.33,-0.62,25.0,Very High
455.0,3.68,456.23,21.75,0.1,0.18,0.1,0.94,0.83,3418.0,1.09,-6299.0,-5444.0,2299.5,0.21,0.37,274.26,0.26,10.5,61.0,0.73,-117.0,455.12,1081.25,9.0,7.0,-0.86,-8087.0,2.07,0.36,-0.62,-0.84,0.66,0.22,0.18,0.04,9950.0,3356.13,25.36,32.62,6.0,0.87,0.14,1549.0,0.48,0.39,-37.0,62.0,2564.0,353.44,0.43,21.0,2977.77,-4.73,7.0,-1.19,3.71,0.47,4.0,1356.5,9026.0,13.0,-3.67,-0.34,6.0,7.0,-1.53,-1.25,0.09,0.02,1.21,0.06,0.6,0.56,9.0,0.07,353.15,-1.37,23.75,0.32,2.0,1508.2,-87.0,0.62,354.3,142.0,0.79,16.55,2.97,11.0,Very High
378.0,1.92,-418.84,24.5,0.1,0.26,0.12,0.86,-0.6,6609.0,0.6,-7279.0,-5444.0,2548.5,0.19,2.62,323.98,0.47,10.0,84.0,0.72,-94.0,462.2,893.5,4.0,11.0,-1.54,-9658.0,1.22,0.05,0.1,-1.54,0.63,0.22,0.18,0.06,7357.0,3268.27,28.53,51.35,6.0,0.88,0.21,1300.0,-0.12,-0.36,-81.0,67.0,2793.5,359.49,0.45,6.0,2929.04,-2.16,15.0,-2.52,0.62,3.37,2.0,1739.0,6813.0,20.5,-1.68,-1.28,5.0,13.0,-3.24,-0.55,0.25,0.05,1.26,0.1,0.52,0.58,3.0,0.11,416.55,-0.62,45.5,-0.1,2.0,1697.79,-121.0,-0.11,-325.76,147.0,0.81,24.98,3.89,25.0,Very High
643.0,1.89,1423.14,23.5,0.12,0.33,0.09,1.02,-0.55,6609.0,0.04,-7279.0,-4767.0,3036.5,0.24,4.28,-51.01,0.5,12.0,84.0,0.67,-94.0,502.91,1276.0,2.0,12.0,-1.24,-9658.0,0.62,-0.53,-0.22,-1.22,0.63,0.24,0.18,0.07,9922.0,3355.75,28.99,53.5,5.0,0.88,0.12,1457.0,-0.0,0.19,-81.0,67.0,4057.5,385.04,0.51,6.0,3342.41,10.16,20.0,-1.72,-0.03,5.59,2.0,1796.0,8870.0,23.0,7.78,0.77,5.0,12.0,-2.25,-0.61,0.24,0.05,1.5,0.11,0.52,0.69,8.0,0.07,-66.62,-0.34,56.5,-1.08,1.0,1660.09,-121.0,0.21,1089.59,147.0,0.77,26.96,3.28,27.0,Very High
1029.0,2.42,1106.2,33.0,0.11,0.3,0.1,1.05,-0.67,5587.0,-1.11,-14267.0,-7621.0,3255.0,0.25,0.88,-378.96,0.5,15.0,127.0,0.67,-160.0,152.46,2150.5,4.0,12.0,-1.1,-11491.0,2.16,-1.31,-0.26,-1.08,0.64,0.16,0.18,0.07,9922.0,4391.86,42.51,65.84,6.0,0.89,0.07,1716.0,1.88,-0.08,-99.0,87.0,3022.5,116.73,0.48,13.0,4083.34,-8.95,9.0,-4.1,3.54,1.14,1.0,1497.0,8870.0,23.5,-6.85,1.69,6.0,13.0,-5.36,-0.88,0.23,0.05,1.5,0.11,0.51,0.29,8.0,0.03,-494.97,-0.96,59.5,-1.1,1.0,2213.94,-338.0,0.26,846.94,132.0,0.77,28.82,1.06,25.0,Very High
1707.0,0.71,19.93,59.5,0.1,0.23,0.09,0.82,-0.35,7584.0,-0.6,-14267.0,-7621.0,8423.5,0.19,-0.89,-189.89,0.28,29.0,127.0,0.69,-160.0,412.07,3431.0,11.0,16.0,-0.3,-11491.0,1.05,-0.66,0.74,-0.31,0.64,0.16,0.18,0.05,9086.0,5417.58,48.36,74.46,9.0,0.9,0.13,4378.0,-0.19,-0.28,-99.0,87.0,6833.5,318.81,0.44,13.0,4812.18,-10.19,23.0,-4.43,1.4,-1.15,2.0,3280.0,7700.0,35.5,-7.88,0.56,9.0,13.0,-5.73,-0.39,0.11,0.02,1.38,0.06,0.44,-1.07,7.0,0.06,-245.44,-0.26,106.5,-0.49,2.0,2703.27,-338.0,-0.76,15.42,161.0,0.82,33.15,0.04,54.0,Very High
1415.0,0.63,144.48,43.0,0.09,0.23,0.13,0.79,-0.02,7584.0,0.16,-11034.0,-4151.0,5276.5,0.18,0.92,327.42,0.29,23.0,119.0,0.0,-82.0,615.16,2638.0,13.0,13.0,15.17,-10021.0,1.55,-0.4,-1.76,4.21,0.63,0.0,0.18,0.18,7554.0,3919.71,33.3,45.3,5.0,0.9,0.12,2490.0,-0.04,-0.63,-78.0,80.0,5457.5,475.94,0.41,3.0,3979.22,3.27,6.0,-4.75,0.56,1.18,2.0,2602.0,7700.0,28.0,2.53,2.86,5.0,10.0,-6.14,0.16,0.11,0.03,1.05,0.06,0.0,-0.09,7.0,0.07,423.19,0.36,61.0,-1.24,9.0,2167.86,-123.0,-4.05,111.78,161.0,0.78,25.46,0.3,28.0,Very High
1182.0,0.37,541.27,31.0,0.11,0.23,0.16,0.92,-0.69,4335.0,0.45,-7473.0,-3644.0,4430.5,0.21,1.81,117.13,0.08,16.0,77.0,0.0,-72.0,678.99,2207.5,8.0,12.0,16.15,-6648.0,0.03,-0.25,-2.92,8.71,0.68,0.0,0.17,0.17,7131.0,2913.01,27.81,33.74,25.0,0.86,0.19,2253.0,-0.31,-0.07,-64.0,22.0,4376.0,522.58,0.48,3.0,2946.24,5.77,3.0,-6.1,0.1,2.35,1.0,2206.0,6192.0,25.0,4.44,1.73,3.0,7.0,-7.93,-0.14,0.05,0.01,1.1,0.02,0.0,-0.65,6.0,0.09,152.19,-0.35,43.0,-1.25,8.0,1611.04,-74.0,-4.19,416.58,108.0,0.75,18.12,-0.24,22.0,Very High
787.5,0.51,1621.56,26.5,0.12,0.22,0.08,0.87,-0.47,3720.0,0.28,-2907.0,-4033.0,3264.0,0.19,2.69,59.79,0.23,13.0,77.0,0.76,-67.0,597.47,1736.5,8.0,10.0,2.47,-4991.0,0.28,0.52,-1.61,2.64,0.68,0.37,0.18,0.05,7131.0,2640.54,23.41,34.52,4.0,0.98,0.14,1570.5,0.04,0.37,-46.0,27.0,3340.5,463.99,0.53,3.0,2444.37,6.23,4.0,-2.17,-0.07,3.46,3.0,1714.5,8797.0,19.0,4.84,-0.99,4.0,7.0,-2.79,0.25,0.1,0.02,1.1,0.05,0.07,-0.05,1.0,0.07,76.99,-0.21,44.5,0.09,8.0,1202.91,-62.0,1.57,1259.3,108.0,0.81,14.08,0.66,21.0,Very High
464.0,0.48,1090.26,23.5,0.11,0.19,0.09,0.76,1.34,2523.0,-0.39,-5000.0,-4033.0,2205.5,0.17,0.79,238.28,0.28,12.0,65.0,0.79,-44.0,437.5,975.5,3.0,6.0,2.36,-3807.0,1.68,0.38,-1.44,2.61,0.65,0.34,0.18,0.04,6519.0,1771.76,18.67,24.13,6.0,0.98,0.13,1138.0,1.83,0.46,-17.0,52.0,2106.5,342.09,0.5,2.0,2270.12,-4.18,6.0,2.05,0.19,1.01,3.0,1017.0,8797.0,13.5,-3.27,-0.98,6.0,7.0,2.62,0.19,0.12,0.03,0.96,0.06,0.07,1.11,1.0,0.06,304.74,-1.18,26.0,-0.14,7.0,914.44,-71.0,1.38,852.49,53.0,0.83,13.52,3.74,13.0,Very High
584.0,-0.08,890.42,22.5,0.12,0.12,0.08,0.84,-0.43,2922.0,-0.97,-5111.0,-3096.0,2919.5,0.19,2.46,251.5,0.15,12.0,47.0,0.78,-44.0,416.65,1150.0,2.0,10.0,-0.57,-3876.0,0.54,-0.14,-0.59,-0.55,0.65,0.34,0.18,0.03,7653.0,2228.02,18.02,26.78,8.0,0.87,0.07,1516.0,-0.44,0.52,-68.0,52.0,3096.0,322.35,0.52,7.0,2653.66,0.99,8.0,-1.23,3.53,3.18,3.0,1583.0,5854.0,20.0,0.77,0.43,8.0,6.0,-1.59,0.09,0.08,0.02,1.01,0.04,0.6,0.52,6.0,0.03,325.07,-0.62,22.0,-0.81,7.0,1032.35,-118.0,0.59,688.91,58.0,0.81,24.09,0.7,11.0,Very High
1181.0,0.25,1507.21,35.75,0.13,0.19,0.06,1.03,-0.28,3865.0,-0.45,-6538.0,-3385.0,5472.75,0.24,1.75,-59.88,0.36,17.0,77.0,0.71,-72.0,66.59,2337.75,3.0,21.5,-1.34,-9057.0,-0.53,-0.22,0.09,-1.37,0.66,0.46,0.18,0.04,7653.0,3805.78,26.88,37.23,3.0,0.84,0.1,2823.0,-0.63,-0.01,-85.0,54.0,4623.75,51.17,0.56,23.0,3242.95,12.16,5.0,-9.42,0.82,2.27,11.0,2280.0,7864.0,38.75,9.34,-1.12,3.0,8.0,-12.26,0.13,0.19,0.04,1.32,0.08,0.74,-0.62,8.0,0.04,-77.92,0.02,47.5,0.02,2.0,1691.96,-118.0,-0.08,1158.17,107.0,0.77,30.4,-0.56,23.0,Very High
1932.0,0.29,1185.71,42.0,0.13,0.33,0.08,0.95,-0.16,4388.0,-0.24,-8937.0,-8052.0,7516.0,0.22,-0.81,-105.37,0.56,20.0,78.0,0.71,-81.0,-196.42,3878.5,10.0,21.0,-0.97,-9057.0,-0.03,-0.69,-0.64,-1.01,0.66,0.32,0.18,0.07,8153.0,4548.02,30.6,42.99,4.0,0.95,0.08,3903.0,0.08,-0.05,-85.0,67.0,4109.0,-151.97,0.56,23.0,3714.75,5.9,12.0,-5.71,0.12,-1.05,10.0,2094.0,7864.0,42.5,4.57,1.73,4.0,9.0,-7.38,-0.07,0.21,0.05,1.32,0.12,0.24,-1.22,7.0,0.04,-136.19,-0.57,59.5,-1.51,8.0,2630.98,-124.0,0.65,917.36,107.0,0.79,30.02,0.03,30.0,Very High
525.0,3.67,591.2,17.0,0.1,0.25,0.14,0.79,0.85,4388.0,-0.29,-8937.0,-8052.0,1979.0,0.18,-2.14,248.59,0.35,9.0,78.0,0.72,-81.0,47.4,1480.5,2.0,8.0,-0.6,-8209.0,1.16,-1.21,-0.19,-0.7,0.64,0.21,0.18,0.06,8153.0,3213.53,21.08,30.09,5.0,0.95,0.25,1165.0,2.44,-0.24,-38.0,67.0,1730.5,36.87,0.44,5.0,2809.15,-8.18,4.0,-0.92,3.67,-2.76,5.0,681.0,6924.0,14.5,-6.37,-1.28,5.0,8.0,-1.18,-0.56,0.18,0.04,1.27,0.08,0.24,0.43,1.0,0.11,319.62,-1.39,23.0,-0.3,8.0,2237.46,-124.0,0.22,459.82,87.0,0.83,19.51,2.62,11.0,Very High
273.0,2.26,418.5,19.5,0.09,0.22,0.11,1.07,1.46,3239.0,0.81,-5011.0,-6394.0,1011.0,0.25,1.64,424.18,0.38,10.0,84.0,0.7,-68.0,568.59,566.5,10.0,4.0,-0.74,-10402.0,11.66,-0.07,-0.68,-0.58,0.63,0.21,0.18,0.05,6547.0,2675.2,21.33,33.58,3.0,0.88,0.14,542.0,2.84,-1.02,-47.0,91.0,1047.5,437.6,0.4,3.0,1860.99,-6.6,4.0,-1.86,2.06,2.14,2.0,544.0,7950.0,7.5,-5.08,-0.71,3.0,10.0,-2.41,0.27,0.15,0.04,1.34,0.09,0.53,4.59,7.0,0.08,551.15,-2.13,25.0,-0.19,2.0,1122.14,-102.0,0.59,322.09,99.0,0.76,15.05,11.62,11.0,Very High
636.0,1.13,789.03,25.5,0.12,0.11,0.08,1.17,1.49,3239.0,0.28,-5011.0,-6394.0,2401.5,0.27,4.9,456.14,0.17,12.0,84.0,0.7,-68.0,394.18,1236.5,13.0,7.0,-0.94,-10402.0,11.82,0.03,-0.39,-1.02,0.66,0.34,0.17,0.02,6547.0,2819.64,23.04,36.17,4.0,0.79,0.12,1118.0,-0.23,-0.85,-47.0,91.0,3609.0,301.8,0.5,4.0,2424.81,0.5,3.0,-1.13,0.57,6.4,2.0,1672.0,7950.0,14.0,0.38,-0.85,3.0,11.0,-1.48,-0.09,0.08,0.02,1.34,0.04,0.96,3.3,8.0,0.06,595.78,-1.43,37.5,-0.11,3.0,1235.47,-102.0,0.36,604.1,99.0,0.74,14.85,6.4,20.0,Very High
703.5,1.22,1004.16,20.75,0.12,0.14,0.06,0.97,-0.06,2626.0,0.34,-5747.0,-3180.0,2542.5,0.23,2.12,271.18,0.22,10.5,67.0,0.72,-54.0,242.34,1462.75,9.0,8.0,-0.82,-5770.0,-0.12,-0.34,0.45,-0.85,0.66,0.38,0.18,0.03,7091.0,2320.16,19.22,21.56,3.0,0.83,0.06,1232.0,-0.43,0.08,-33.0,25.0,3558.25,186.22,0.53,5.0,2454.15,1.95,7.0,-4.27,-0.13,2.75,6.0,1842.0,4985.0,15.75,1.49,0.13,3.0,6.0,-5.56,0.04,0.1,0.02,1.26,0.05,0.77,0.51,7.0,0.03,352.91,-0.56,26.75,-0.44,6.0,1024.01,-50.0,-0.41,771.62,55.0,0.78,12.03,0.37,14.0,High
260.0,3.24,757.46,19.0,0.12,0.25,0.11,0.68,-0.25,2626.0,0.48,-5747.0,-3180.0,842.5,0.15,-0.17,300.33,0.34,9.0,67.0,0.79,-54.0,326.65,526.0,2.0,3.0,0.1,-5770.0,0.88,-0.77,-1.1,0.02,0.85,0.34,0.19,0.06,7091.0,2076.88,16.37,16.41,3.0,1.0,0.1,447.0,1.87,-0.1,-33.0,25.0,813.5,252.72,0.53,4.0,1925.32,-2.14,10.0,-4.32,2.4,-0.22,7.0,424.0,4985.0,8.0,-1.65,0.91,3.0,6.0,-5.58,-0.01,0.08,0.02,0.95,0.07,0.01,1.97,8.0,0.04,388.18,-1.01,14.0,0.59,7.0,867.75,-50.0,1.11,586.04,55.0,0.85,10.95,2.82,7.0,Low
100.0,-0.49,854.82,9.5,0.09,0.28,0.25,0.46,-0.23,785.0,-0.19,-445.0,87.0,218.5,0.1,2.15,388.65,0.44,5.0,19.0,0.0,-14.0,386.21,195.0,3.0,1.0,1.21,-499.0,0.96,-2.81,-0.46,-1.14,0.85,0.0,0.17,0.33,1061.0,227.37,7.25,4.96,6.0,1.0,0.4,109.0,11.18,-0.43,-8.0,2.0,167.0,298.81,0.39,2.0,244.99,-1.74,4.0,-2.04,0.35,2.78,2.0,87.0,1251.0,2.0,-1.35,-1.04,12.0,2.0,-2.64,-0.39,0.19,0.03,0.87,0.07,0.0,2.44,2.0,0.17,502.33,0.41,6.0,-0.21,6.0,152.68,-17.0,-1.75,661.36,9.0,0.74,1.85,-0.23,3.0,Low
127.0,0.34,502.66,10.0,0.08,0.29,0.2,0.56,0.1,1422.0,-1.33,-1918.0,-274.0,399.5,0.13,3.35,420.46,0.17,5.0,26.0,0.0,-18.0,403.12,243.5,3.0,2.0,1.4,-1372.0,2.05,-1.01,-0.91,0.1,0.77,0.0,0.17,0.32,2006.0,524.6,8.46,12.34,4.0,0.93,0.33,186.5,0.25,-0.46,-16.0,13.0,914.0,309.77,0.34,2.0,912.83,-8.66,16.0,-2.12,3.07,4.36,1.0,220.0,2069.0,4.0,-6.66,-0.76,3.0,14.0,-2.76,0.1,0.08,0.02,1.06,0.06,0.0,2.48,3.0,0.1,547.17,1.05,14.0,-0.45,1.0,266.09,-61.0,-1.83,386.26,18.0,0.72,4.44,3.06,5.0,Low
